account,Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
FoxNews,.@PressSec: “The president has had an incredibly successful first two years in office.” #OutnumberedOT https://t.co/rfIPuOvrox,Fri Oct 05 17:22:15 +0000 2018,0.624,0.226,0.774,0.0,21
FoxNews,.@PressSec: “I’m surprised more Democrats aren’t supporting Judge Kavanaugh.” #OutnumberedOT https://t.co/z536n5KqVl,Fri Oct 05 17:18:46 +0000 2018,0.6204,0.36,0.64,0.0,22
FoxNews,.@PressSec: “We’ve been in constant contact with a number of Senators since this process began and we’re going to c… https://t.co/55SmIFJnOX,Fri Oct 05 17:14:04 +0000 2018,0.0772,0.064,0.936,0.0,23
FoxNews,.@PressSec: “We feel great about where we are right now. Obviously we would love to see all 100 Senators get behind… https://t.co/I55wzynVO1,Fri Oct 05 17:08:34 +0000 2018,0.8519,0.293,0.707,0.0,24
FoxNews,"All eyes on Murkowski, Collins, Flake and Manchin as Senate barrels toward final Kavanaugh vote https://t.co/RYjqte19Tw",Fri Oct 05 16:59:28 +0000 2018,0.0,0.0,1.0,0.0,25
FoxNews,".@KennedyNation: “I feel like our system is so broken, this two-party system, unfortunately we need more parties.”… https://t.co/VtUEyepfn8",Fri Oct 05 16:48:47 +0000 2018,-0.5982,0.105,0.628,0.268,26
FoxNews,"RT @FoxNewsInsider: TUNE IN, 1:00pm ET: @PressSec Sarah Sanders joins @HARRISFAULKNER on @OutnumberedOT to discuss the looming Kavanaugh co…",Fri Oct 05 16:47:03 +0000 2018,-0.128,0.0,0.923,0.077,27
FoxNews,Retired Justice John Paul Stevens calls Kavanaugh's temperament disqualifying: 'Senators should pay attention to th… https://t.co/Qdg28AxGlv,Fri Oct 05 16:22:01 +0000 2018,0.4588,0.181,0.745,0.074,28
FoxNews,Senate Advances Kavanaugh Nomination: Wallace Says Final Confirmation Remains on a 'Razor's Edge' https://t.co/Qdd3Afn249,Fri Oct 05 16:17:15 +0000 2018,0.0,0.0,1.0,0.0,29
FoxNews,"Tim O’Brien: “There’s a lot of talk about Judge Kavanaugh being a 5th vote to overrule Roe versus Wade, I see that… https://t.co/IQMqZO45ef",Fri Oct 05 15:51:38 +0000 2018,0.0,0.0,1.0,0.0,30
FoxNews,.@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co/2Lze2FBrdN,Fri Oct 05 15:39:04 +0000 2018,-0.296,0.0,0.879,0.121,31
FoxNews,"RT @FoxBusiness: Kudlow: ""China does not play by the rules, they haven't for about 20 years."" https://t.co/LUcvgK4LdV",Fri Oct 05 15:31:15 +0000 2018,-0.2584,0.0,0.887,0.113,32
FoxNews,"RT @FoxBusiness: Kudlow on #JobsReport: ""It's very bullish for the future."" https://t.co/l06w3wiUmP",Fri Oct 05 15:30:57 +0000 2018,0.0,0.0,1.0,0.0,33
FoxNews,"JUST IN: The White House believes it has the votes to confirm Judge Brett Kavanaugh to the Supreme Court, a source… https://t.co/cplKONCoqH",Fri Oct 05 15:26:48 +0000 2018,0.5574,0.153,0.847,0.0,34
FoxNews,"Senate narrowly votes to advance Kavanaugh nomination as 3 of 4 key senators vote yes, setting up final vote for Sa… https://t.co/kX1OwEPcrf",Fri Oct 05 14:57:29 +0000 2018,0.4019,0.124,0.876,0.0,35
FoxNews,"BREAKING: Senate narrowly votes to advance Kavanaugh nomination as 3 of 4 key senators vote yes, setting up final v… https://t.co/QUPrx09qnS",Fri Oct 05 14:56:17 +0000 2018,0.4019,0.13,0.87,0.0,36
FoxNews,Trump's Supreme Court pick needs Senate approval: A look at the confirmation process https://t.co/Wghn8C8GpE,Fri Oct 05 14:51:07 +0000 2018,0.7717,0.379,0.621,0.0,37
FoxNews,.@lisamurkowski votes against advancing Kavanaugh nomination https://t.co/6cylSv3CkQ,Fri Oct 05 14:47:05 +0000 2018,0.0,0.0,1.0,0.0,38
FoxNews,.@Sen_JoeManchin votes to advance Kavanaugh nomination https://t.co/nZl2bN9Ih8,Fri Oct 05 14:46:31 +0000 2018,0.0,0.0,1.0,0.0,39
FoxNews,Tune in to Fox News Channel for continuing coverage of the Kavanaugh confirmation.,Fri Oct 05 14:42:09 +0000 2018,0.0,0.0,1.0,0.0,40
FoxNews,Senate holding key vote on Kavanaugh nomination for Supreme Court https://t.co/cTBbLdWgjb,Fri Oct 05 14:39:22 +0000 2018,0.5574,0.265,0.735,0.0,41
FoxNews,Full Senate begins taking crucial procedural vote on Brett Kavanaugh’s Supreme Court confirmation vote https://t.co/1kkoZTfRxD,Fri Oct 05 14:37:44 +0000 2018,0.5574,0.205,0.795,0.0,42
FoxNews,.@SenSchumer: “We can salvage some decency here at the end.” https://t.co/7aA5RNJuH7 https://t.co/v0nFiZGnWf,Fri Oct 05 14:25:34 +0000 2018,0.0,0.0,1.0,0.0,43
FoxNews,.@SenSchumer: “Judge Kavanaugh falls woefully short of what Americans expect and deserve in a Supreme Court Justice… https://t.co/jcLPCZqFSl,Fri Oct 05 14:22:26 +0000 2018,0.2263,0.169,0.704,0.127,44
FoxNews,".@SenSchumer: “Why most Democrats opposed his nomination at the outset feels like ancient history now, but let us n… https://t.co/XoTDyMNR23",Fri Oct 05 14:19:47 +0000 2018,0.1901,0.084,0.916,0.0,45
FoxNews,".@SenSchumer: “I don’t blame [the Republicans], they have a flawed nominee. They don’t want the focus on the nomine… https://t.co/AlFx8RqQ5h",Fri Oct 05 14:17:01 +0000 2018,-0.2732,0.063,0.821,0.116,46
FoxNews,".@SenSchumer: “Our Republican friends blame us for this process, they’re always finding a straw man, but nothing co… https://t.co/5P4gRT2C5n",Fri Oct 05 14:14:55 +0000 2018,0.09,0.104,0.81,0.086,47
FoxNews,".@SenFeinstein: ""We’re here to determine whether Judge Kavanaugh has demonstrated the impartiality, the temperament… https://t.co/928BpFSlM7",Fri Oct 05 14:07:13 +0000 2018,0.0,0.0,1.0,0.0,48
FoxNews,".@SenFeinstein: ""At the hearing last week, we saw a man filled with anger and aggression.” https://t.co/7aA5RNJuH7 https://t.co/pc9FtxbpG8",Fri Oct 05 14:03:21 +0000 2018,-0.5719,0.0,0.802,0.198,49
FoxNews,".@ChuckGrassley: “It was only fair that [Judge Kavanaugh’s] accuser have the burden of proof. The consensus is, tha… https://t.co/Kxg8BKNdtf",Fri Oct 05 13:53:58 +0000 2018,-0.1531,0.104,0.766,0.131,50
FoxNews,".@ChuckGrassley: “This amounts to more written questions submitted to this nominee, after a hearing, than to all Su… https://t.co/N1TwiRWVhb",Fri Oct 05 13:50:33 +0000 2018,0.0,0.0,1.0,0.0,51
FoxNews,.@ChuckGrassley:  “I oversaw the most transparent confirmation process in Senate history.” https://t.co/7aA5RNJuH7 https://t.co/bPDxGxTiXr,Fri Oct 05 13:43:59 +0000 2018,0.0,0.0,1.0,0.0,52
FoxNews,.@ChuckGrassley: “This should have been a respectable and dignified confirmation process.” https://t.co/apfJaul2xR,Fri Oct 05 13:39:52 +0000 2018,0.7269,0.404,0.596,0.0,53
FoxNews,"Tom Dupree: “I think if you’re in Judge Kavanaugh’s position right now, you have to be feeling pretty optimistic.” https://t.co/1yKBSZJdqv",Fri Oct 05 13:34:52 +0000 2018,0.5719,0.207,0.793,0.0,54
FoxNews,Full Senate convenes ahead of crucial procedural vote on Brett Kavanaugh’s Supreme Court confirmation vote. https://t.co/1kkoZTfRxD,Fri Oct 05 13:34:52 +0000 2018,0.5574,0.194,0.806,0.0,55
FoxNews,".@HolmesJosh: “I think ultimately Republican Senators are going to support his nomination, and at some point this w… https://t.co/B6V75VdOCb",Fri Oct 05 13:17:26 +0000 2018,0.4019,0.13,0.87,0.0,56
FoxNews,".@FLOTUS with Margaret Kenyatta, Kenya's first lady, pets a baby elephant the at David Sheldrick Elephant &amp; Rhino O… https://t.co/IxVz1CPlDs",Fri Oct 05 13:10:26 +0000 2018,0.0,0.0,1.0,0.0,57
FoxNews,".@AlanDersh: “The court will be changed, that’s the reality of a presidential election.” https://t.co/oTHAaS3If0",Fri Oct 05 12:58:16 +0000 2018,0.0,0.0,1.0,0.0,58
FoxNews,"RT @FoxBusiness: BREAKING NEWS: The U.S. economy added 134,000 jobs in September below analysts' expectations while the unemployment rate w…",Fri Oct 05 12:46:44 +0000 2018,-0.4404,0.0,0.868,0.132,59
FoxNews,"RT @FoxBusiness: BREAKING NEWS: 134,000 jobs added in September's #JobsReport, unemployment at 3.7% https://t.co/DQCI2wTQmK",Fri Oct 05 12:46:30 +0000 2018,-0.4404,0.0,0.818,0.182,60
FoxNews,.@FLOTUS feeds baby elephants in Kenya as visit focuses on wildlife conservation https://t.co/xZ5ibwEGp3,Fri Oct 05 12:34:56 +0000 2018,0.0,0.0,1.0,0.0,61
FoxNews,".@GeraldoRivera: “Elections have consequences. Donald Trump won the election, he gets the right to nominate the can… https://t.co/ccSE36xZFK",Fri Oct 05 12:13:20 +0000 2018,0.5719,0.179,0.821,0.0,62
FoxNews,Two-Year-Old Girl Helps Dad Learn 'Pledge of Allegiance' for Citizenship Test https://t.co/F0OOHwwMOx,Fri Oct 05 12:05:43 +0000 2018,0.3818,0.191,0.809,0.0,63
FoxNews,".@KellyannePolls: “The process has been thorough, it’s gone on much longer and much deeper than any Supreme Court J… https://t.co/IpGDXcFyLu",Fri Oct 05 11:47:17 +0000 2018,0.5574,0.159,0.841,0.0,64
FoxNews,.@ChuckGrassley: “We here on Capitol Hill have to set an example for civility.” https://t.co/ZyKqBIPczH,Fri Oct 05 11:38:31 +0000 2018,0.0,0.0,1.0,0.0,65
FoxNews,.@ChuckGrassley: “I’ve been trying to have a fair and thorough and open hearing and I think we have done exactly th… https://t.co/9EWFQ8FF1i,Fri Oct 05 11:36:08 +0000 2018,0.3182,0.108,0.892,0.0,66
FoxNews,".@STEPHMHAMILL: “At the end of the day, this has nothing to do with Judge Brett Kavanaugh. This is all about resist… https://t.co/65GncQ5ndQ",Fri Oct 05 11:22:16 +0000 2018,0.0,0.0,1.0,0.0,67
FoxNews,Beto O'Rourke: 'Don't think we're interested' in an Obama endorsement https://t.co/Cn9ORg5IFl https://t.co/UqnXYwxWRK,Fri Oct 05 11:17:45 +0000 2018,0.0108,0.158,0.687,0.155,68
FoxNews,Denis Mukwege and Nadia Murad have been named winners of the 2018 Nobel Peace Prize. https://t.co/tv3NoYX8qw https://t.co/WXggYyPp1b,Fri Oct 05 11:06:07 +0000 2018,0.872,0.414,0.586,0.0,69
FoxNews,Sailors aboard the amphibious dock landing ship USS Ashland (LSD 48) and Marines attached to the 31st Marine Expedi… https://t.co/XZIDO5gbFS,Fri Oct 05 10:52:00 +0000 2018,0.0258,0.055,0.945,0.0,70
FoxNews,"In an op-ed for @WSJ, Judge Brett Kavanaugh addressed his testimony to the Senate Judiciary Committee last week, sa… https://t.co/ihOL5DcEbF",Fri Oct 05 10:45:00 +0000 2018,0.0,0.0,1.0,0.0,71
FoxNews,Melania Trump feeds baby elephants in Kenya as visit focuses on wildlife conservation https://t.co/qGgPrvqC6L,Fri Oct 05 10:30:00 +0000 2018,0.0,0.0,1.0,0.0,72
FoxNews,Comedian @amyschumer raises her fist after she was reportedly arrested during a protest against the confirmation of… https://t.co/YMYlixsTwe,Fri Oct 05 10:15:00 +0000 2018,-0.3612,0.12,0.645,0.235,73
FoxNews,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/LvNvj7sh2w,Fri Oct 05 10:11:10 +0000 2018,0.0,0.0,1.0,0.0,74
FoxNews,"Hairstylist seen in video kicking pro-life demonstrator loses job, may face charges https://t.co/VM49YIK6Je",Fri Oct 05 10:07:00 +0000 2018,-0.5267,0.0,0.714,0.286,75
FoxNews,.@BoydMatheson: “The important thing for all of us to recognize is that this has become so political because Congre… https://t.co/hVNzCNfqFj,Fri Oct 05 09:58:00 +0000 2018,0.2023,0.087,0.913,0.0,76
FoxNews,".@RochelleRitchie: “Sometimes you’ve gotta show tough love to your own party, and right now, the chaos that we’re s… https://t.co/GNVfOm7D7E",Fri Oct 05 09:54:00 +0000 2018,0.4019,0.246,0.569,0.185,77
FoxNews,"Employee stole $400G, squandered it on strippers, sports tickets, authorities say https://t.co/JGCqgVukOf",Fri Oct 05 09:48:00 +0000 2018,0.0,0.0,1.0,0.0,78
FoxNews,"Chad Jenkins on FBI probe into Kavanaugh: “If it’s not firsthand information, then it’s hearsay, and it’s not appli… https://t.co/UmuD65Mzo5",Fri Oct 05 09:44:00 +0000 2018,0.0,0.0,1.0,0.0,79
FoxNews,6.5 million pounds of beef recalled in salmonella outbreak @FoxFriendsFirst https://t.co/RAK7mgs781 https://t.co/LaaEGc4Dzs,Fri Oct 05 09:37:00 +0000 2018,0.0,0.0,1.0,0.0,80
FoxNews,"Jim McLaughlin on Republican midterms enthusiasm: “This is the issue, the Kavanaugh hearings, that’ve brought both… https://t.co/5tTYnSOS2T",Fri Oct 05 09:30:00 +0000 2018,0.4404,0.153,0.847,0.0,81
FoxNews,Protesters slam Kavanaugh at D.C. rally @FoxFriendsFirst https://t.co/onxMyJtzto,Fri Oct 05 09:25:00 +0000 2018,-0.5423,0.0,0.571,0.429,82
FoxNews,BREAKING: Nobel Peace Prize honors efforts to combat sexual violence in war https://t.co/FxNgJmxzct,Fri Oct 05 09:22:28 +0000 2018,-0.0772,0.367,0.255,0.378,83
FoxNews,Republican strategist Tony Lazzaro: “Democrats have really said all we need to know about what their motives are. W… https://t.co/iTxAq2N4TM,Fri Oct 05 09:20:00 +0000 2018,0.0,0.0,1.0,0.0,84
FoxNews,"Girl, 8, discovers 1,500-year-old Viking sword in Swedish lake https://t.co/jaIpNNlPQc",Fri Oct 05 09:15:00 +0000 2018,0.0,0.0,1.0,0.0,85
FoxNews,"Democratic strategist Michael Tobman on Kavanaugh questioning: “Both parties, Democrat and Republican, have scored… https://t.co/QVR6Qewz0w",Fri Oct 05 09:11:00 +0000 2018,0.3182,0.158,0.76,0.082,86
FoxNews,Written questions answered by SCOTUS nominees @FoxFriendsFirst https://t.co/R5tYTXo57k,Fri Oct 05 09:05:00 +0000 2018,0.0,0.0,1.0,0.0,87
FoxNews,President @realDonaldTrump slams Dems at Minnesota rally @FoxFriendsFirst https://t.co/hfT7PyXCdE,Fri Oct 05 09:00:00 +0000 2018,0.0,0.0,1.0,0.0,88
FoxNews,"Partisans predictably praise, pummel FBI's Kavanaugh probe https://t.co/GLhVjCZSYk",Fri Oct 05 08:54:00 +0000 2018,0.5574,0.34,0.66,0.0,89
FoxNews,Retired FBI Special Agent Greg Shaffer on Kavanaugh: “There’s absolutely zero corroboration of any of the allegatio… https://t.co/gt06m8Re4w,Fri Oct 05 08:48:00 +0000 2018,0.4019,0.137,0.863,0.0,90
FoxNews,Kavanaugh fights back in WSJ op-ed https://t.co/gXP7zc0Hay @FoxFriendsFirst https://t.co/bUj28x8p2f,Fri Oct 05 08:42:00 +0000 2018,-0.4019,0.0,0.748,0.252,91
FoxNews,Lady Gaga says Kavanaugh accuser decided to 'protect the country' https://t.co/gvRzjoDeYG,Fri Oct 05 08:37:00 +0000 2018,0.3818,0.206,0.794,0.0,92
FoxNews,"Nearly 300 protesters arrested in overnight anti-Kavanaugh protests in Washington, D.C. https://t.co/Z8K7utbmGM… https://t.co/OcmPw3EGHz",Fri Oct 05 08:30:00 +0000 2018,-0.7096,0.0,0.592,0.408,93
FoxNews,Former South Korean president gets 15-year term for corruption https://t.co/RoLuXRbXpK,Fri Oct 05 08:22:00 +0000 2018,0.0,0.0,1.0,0.0,94
FoxNews,.@SteveDaines: “My goal this weekend is to walk my daughter down the aisle and to see a new United States Supreme C… https://t.co/MexXWJQEVz,Fri Oct 05 08:15:00 +0000 2018,0.7506,0.242,0.758,0.0,95
FoxNews,.@realDonaldTrump: I fixed NFL’s Super Bowl problem in ‘two minutes’ https://t.co/IPkmt31idt,Fri Oct 05 08:08:00 +0000 2018,0.296,0.267,0.548,0.185,96
FoxNews,".@TuckerCarlson: ""Win or lose, Kavanaugh's nomination will be voted on."" https://t.co/WKpTgBosz5",Fri Oct 05 08:01:00 +0000 2018,0.2732,0.245,0.581,0.174,97
FoxNews,Whale watchers witnessed a spectacular sight Wednesday of a humpback whale breaching with a glowing rainbow behind… https://t.co/sOBDzVYtWd,Fri Oct 05 07:45:00 +0000 2018,0.0,0.0,1.0,0.0,98
FoxNews,Reputed mobster gunned down at McDonald’s drive-thru https://t.co/kD89Q58cDY,Fri Oct 05 07:37:00 +0000 2018,0.0,0.0,1.0,0.0,99
FoxNews,"President @realDonaldTrump: ""We're replacing the job-killing disaster known as NAFTA with a brand-new, U.S.-Mexico-… https://t.co/5suVGEBjqE",Fri Oct 05 07:30:02 +0000 2018,-0.6249,0.0,0.76,0.24,100
BBC,"Follow some of the debt counsellors working for Christians Against Poverty.

The Debt Saviours | 9pm | @BBCTwo |… https://t.co/t0c5uwl4jk",Fri Oct 05 19:04:05 +0000 2018,-0.8074,0.0,0.644,0.356,1
BBC,💪🐔 Check out these miniature chicken bodybuilders. https://t.co/rfRrfZMVkM,Fri Oct 05 18:08:03 +0000 2018,0.0,0.0,1.0,0.0,2
BBC,John Humphrys presents the first heat of the series as the hunt for the nation's Mastermind gets back underway.… https://t.co/hQdf779Yeo,Fri Oct 05 17:03:08 +0000 2018,0.0,0.0,1.0,0.0,3
BBC,FACT: Britons can only let go emotionally when a barmaid breaks some glasses... 😂 #TheMashReport https://t.co/Hk2tqQv8WR,Fri Oct 05 16:05:04 +0000 2018,0.0,0.0,1.0,0.0,4
BBC,"RT @1Xtra: .@RayBLK_'s #LiveLounge cover of 'A Natural Woman' for #BackHistoryMonth was just incredible.  

Full video 👉🏿 https://t.co/6TNL…",Fri Oct 05 15:32:37 +0000 2018,0.3612,0.128,0.872,0.0,5
BBC,"RT @BBCWales: 😂 Best global marketing campaign ever? 

🆕 #FestivalofFunny comedy: #TouristTrap 
⭐️ @MikeBubbins, @MariBarf, @SallyEPhillips…",Fri Oct 05 14:06:12 +0000 2018,0.7717,0.358,0.642,0.0,6
BBC,"RT @BBCWales: The new tourism head honcho for Wales gets hands on as she learns all about making love...spoons. 😆

🆕 Comedy: #TouristTrap…",Fri Oct 05 14:06:04 +0000 2018,0.3612,0.111,0.889,0.0,7
BBC,"RT @BBCWales: 😮WE JUST DROPPED ALL OF #TOURISTTRAP ON @BBCIPLAYER. 

✨WATCH EVERY EPISODE HERE 👉 https://t.co/kOmZRWZt8D

👍HAPPY FRIDAY! #F…",Fri Oct 05 13:55:03 +0000 2018,0.0,0.0,1.0,0.0,8
BBC,"'I hid my baby from social services in case they took it away.'
👉 https://t.co/GzIQQwypFT https://t.co/2m4sqlGogP",Fri Oct 05 13:02:07 +0000 2018,-0.1027,0.0,0.909,0.091,9
BBC,"Raoul the turtle had a lucky escape after getting tangled in plastic waste. 🐢

#Mediterranean with @simon_reeve sta… https://t.co/naQPqpDwpy",Fri Oct 05 12:33:00 +0000 2018,0.1779,0.211,0.657,0.131,10
BBC,"🐬 This woman taught a dolphin to speak English. 

🔈 Sound up for this one…  https://t.co/wck12UVoRr",Fri Oct 05 12:03:07 +0000 2018,0.0,0.0,1.0,0.0,11
BBC,"Why does everybody love moth memes?

It's the one-sided love story that we can all relate to...
👉… https://t.co/55Oz8ULaX3",Fri Oct 05 11:03:05 +0000 2018,0.8555,0.331,0.669,0.0,12
BBC,"RT @BBCTwo: We literally can't get enough of @donaldglover's amazing smile. 😁😁 #Atlanta #WorldSmileDay
https://t.co/ovzKcY0pKg",Fri Oct 05 10:00:25 +0000 2018,0.743,0.326,0.674,0.0,13
BBC,"The Nobel Peace Prize has been awarded to campaigners against rape in warfare Nadia Murad and Denis Mukwege. 
👉… https://t.co/getpPN0hD9",Fri Oct 05 09:32:19 +0000 2018,0.3818,0.303,0.478,0.22,14
BBC,RT @BBC_Teach: It’s #WorldTeachersDay 👩🏫 so to celebrate we're inviting you to upload a video of yourself singing &amp; dancing along to one of…,Fri Oct 05 09:27:55 +0000 2018,0.7414,0.23,0.77,0.0,15
BBC,"The quest for extreme selfies killed 259 people between 2011 and 2017, a 2018 global study has revealed.
👉… https://t.co/uojB5RWAf2",Fri Oct 05 09:08:05 +0000 2018,-0.6705,0.0,0.8,0.2,16
BBC,👩🏾‍🎨🎨🖼 This artist on a mission to change how black women are illustrated with her beautiful designs. https://t.co/OiKhaT5joi,Fri Oct 05 08:00:11 +0000 2018,0.5994,0.196,0.804,0.0,17
BBC,"From dream job to reality: How do career dreams really work out?
👉 https://t.co/jXwJd5MzSu https://t.co/cf8HHuYtyi",Fri Oct 05 07:08:05 +0000 2018,0.5719,0.281,0.719,0.0,18
BBC,"These urban corals are thriving against all odds in Miami.

#OurBluePlanet w/ @oceanx + @coralmorph https://t.co/zjeBH83ZM7",Fri Oct 05 06:11:03 +0000 2018,0.0,0.0,1.0,0.0,19
BBC,"🎶 @BTS_twt is the #KPop band taking over the world and smashing records everywhere. 

Who are they and how did they… https://t.co/SSFjTKFAjU",Thu Oct 04 20:06:04 +0000 2018,0.0,0.0,1.0,0.0,20
BBC,"Could the power of fake pills be used to treat some of our most common medical complaints? 💊

#Horizon The Placebo… https://t.co/R3YMojVEYu",Thu Oct 04 19:01:08 +0000 2018,-0.5209,0.101,0.673,0.227,21
BBC,"This is how homophobia feels in 2018. 
#NationalPoetryDay https://t.co/Dk2F3dDLPl",Thu Oct 04 18:01:09 +0000 2018,0.0,0.0,1.0,0.0,22
BBC,"🥓 Regularly eating foods like bacon and sausages may raise the risk of breast cancer, according to researchers.
👉… https://t.co/drh72r7tDj",Thu Oct 04 17:11:06 +0000 2018,-0.6124,0.1,0.64,0.26,23
BBC,"Maya Angelou: prolific, powerful, and a polymath. 
#BlackHistoryMonth https://t.co/99z0ppyKYK",Thu Oct 04 16:03:07 +0000 2018,0.4215,0.286,0.714,0.0,24
BBC,"RT @BBCWales: Forget the lies and the myths about growing up on an estate. 

#NationalPoetryDay

https://t.co/HPKwfqx7bq",Thu Oct 04 15:29:47 +0000 2018,-0.4588,0.088,0.67,0.242,25
BBC,"How did Shakespeare invent all those clichés? And how can he be stopped?! 🤔
#NationalPoetryDay  https://t.co/sCmnhZiv4G",Thu Oct 04 14:01:23 +0000 2018,0.0,0.0,1.0,0.0,26
BBC,"🌡🌍 What does 1.5C mean in a warming world?
👉 https://t.co/XzjY5M8oNl https://t.co/kMLXVnvjxm",Thu Oct 04 13:03:03 +0000 2018,0.1531,0.151,0.849,0.0,27
BBC,Are you feeling lonely? https://t.co/HxqBp6oh17,Thu Oct 04 12:02:05 +0000 2018,-0.25,0.214,0.429,0.357,28
BBC,"RT @BBCEarth: This #WorldAnimalDay, we’re giving you an exclusive first look at David Attenborough’s new series.

#Dynasties - Coming soon…",Thu Oct 04 11:28:10 +0000 2018,0.4404,0.187,0.813,0.0,29
BBC,"Ever heard a beatboxing starling? 🔊🔊
#WorldAnimalDay https://t.co/N758EN4j3s",Thu Oct 04 11:13:01 +0000 2018,0.0,0.0,1.0,0.0,30
BBC,"The pika might just be the world's cutest thief! 
#WorldAnimalDay https://t.co/v8dSKoVYgD",Thu Oct 04 10:45:47 +0000 2018,0.1759,0.248,0.546,0.206,31
BBC,Could this squat be a moment that sparks change? https://t.co/GFXOeWufHl,Thu Oct 04 10:26:38 +0000 2018,0.0,0.0,1.0,0.0,32
BBC,"🐬 A dolphin with a prosthetic tail inspired Ellie’s Paralympic journey.

#OurBluePlanet w/ @oceanx https://t.co/WtUfOh4W2Z",Thu Oct 04 08:00:04 +0000 2018,0.4939,0.225,0.775,0.0,33
BBC,"🥗 Eating a Mediterranean diet may help prevent depression, research suggests.
👉 https://t.co/FIpHPRQHqV https://t.co/tl4BbDsxUa",Thu Oct 04 07:03:02 +0000 2018,-0.2263,0.245,0.516,0.239,34
BBC,"3 homeless people die every week in the UK.
Meanwhile in Finland...

(via @BBCThree) https://t.co/P4MYjbE4d1",Thu Oct 04 06:03:01 +0000 2018,-0.5994,0.0,0.769,0.231,35
BBC,"The search for Lord Sugar's next business partner begins, and this year the challenges are bigger and better than e… https://t.co/El1AyC5sXs",Wed Oct 03 19:04:04 +0000 2018,0.4939,0.181,0.819,0.0,36
BBC,🎧❤️ Dementia playlists are making such a big difference to these people.  https://t.co/ojVDVuP6to,Wed Oct 03 17:59:01 +0000 2018,0.0,0.0,1.0,0.0,37
BBC,RT @BBCnireland: ✍ @BBCApprentice is back tonight on @BBCOne so here are some tips to get you hired! - https://t.co/gc5KSIFQf1 https://t.co…,Wed Oct 03 17:03:42 +0000 2018,0.0,0.0,1.0,0.0,38
BBC,❤️ Couples will soon be able to choose a civil partnership instead of a marriage thanks to Rebecca and Charles. https://t.co/nampxOV5ur,Wed Oct 03 16:55:01 +0000 2018,0.4404,0.139,0.861,0.0,39
BBC,🍜 The humble origins of an incredibly versatile food – the potted history of instant noodles. https://t.co/3RMBZ33zFY,Wed Oct 03 15:58:03 +0000 2018,0.0,0.0,1.0,0.0,40
BBC,"🌙 'Leonardo da Vinci was the first recorded person to realise what a crescent moon was.'

Nine out of this world fa… https://t.co/cpzfOniwxA",Wed Oct 03 13:04:03 +0000 2018,0.0,0.0,1.0,0.0,41
BBC,"That time @RyanGosling was training to be an astronaut and DEFINITELY WASN'T (was) sick. 
#TheGNShow https://t.co/mf8dnizxAV",Wed Oct 03 11:57:04 +0000 2018,0.0343,0.166,0.675,0.159,42
BBC,"🕺🎙 'Tom Daley was an Elvis impersonator - with his dad'

10 surprising things we learned from @TomDaley1994’s… https://t.co/NGQAEEJWdl",Wed Oct 03 11:01:02 +0000 2018,0.2732,0.11,0.89,0.0,43
BBC,"19-year-old rapper Kitch has a stutter when he speaks - but when he performs, it usually disappears. https://t.co/tVXhIeAwEg",Wed Oct 03 08:02:04 +0000 2018,-0.5574,0.0,0.753,0.247,44
BBC,"RT @BBCRadio2: 🥁Drumroll please!🥁

Our brand new Breakfast Show host is @ZoeTheBall! 👏

https://t.co/th597DBxQI https://t.co/dbfQgMsuHO",Wed Oct 03 08:01:24 +0000 2018,0.0,0.0,1.0,0.0,45
BBC,"🐧 A zoo has been forced to fill its new penguin exhibit with models, as a shortage of birds means it is unable to g… https://t.co/BmSAy8zQJP",Wed Oct 03 07:04:08 +0000 2018,-0.6124,0.0,0.808,0.192,46
BBC,"""Oh, I'm so sorry,"" and other things not to say to amputees. 
(via @BBCThree) https://t.co/L8eiOleNyi",Wed Oct 03 06:08:02 +0000 2018,0.0,0.0,1.0,0.0,47
BBC,"Discover the extraordinary story of how a small Scottish bank grew to briefly become the biggest in the world, befo… https://t.co/OQpgOJ7edi",Tue Oct 02 19:02:07 +0000 2018,0.0,0.0,1.0,0.0,48
